id_target,0s_ear,1s_ear,2s_ear,0s_mar,1s_mar,2s_mar,perclos,target
vDV4a5_0,1.3359017989303814,1.0780806047067435,1.4365911862656002,-0.7103494331601322,-0.7006309104461076,-0.7317007907100442,-0.8539462277932209,0
vDV4a5_5,-0.2681343569097786,-0.23243751195199444,-0.2991123832674154,-0.45379029962825107,-0.4539389096777557,-0.45293070910489935,-0.47448747348526943,5
vDV4a5_10,-0.33622600979679446,-0.31424472424137656,-0.3220544388608324,-0.4160197395572056,-0.4176245399043723,-0.4145137084176635,-0.4225416697726183,10
xTzImc_10,-0.40757821834455915,-0.40756065914618483,-0.40797442469642836,-0.429027684787756,-0.42905095371774626,-0.42907313320051194,-0.12297532791778036,10
Fg80GI_5,-0.26417994111218573,-0.274901593493894,-0.25646168189413154,-0.45909021696493885,-0.45763719199209363,-0.460404196485837,-0.4622813100871203,5
Fg80GI_10,-0.3253613765547033,-0.32498027852102,-0.32407493719403213,-0.4157042581612087,-0.41699230746647137,-0.41774830610193087,-0.41846650480561726,10
lGuCOb_10,-0.3329887731159283,-0.3345836193066259,-0.3238164960619846,-0.4097892694797685,-0.40860872442136503,-0.410115589964365,-0.42387543753844625,10
RWEHMg_0,1.2331753745128746,1.266488250654981,1.3529006904371705,-0.7644031756082623,-0.6715763745536688,-0.6006032652936638,-0.9079907500747152,0
RWEHMg_5,-0.281998851509626,-0.2623133927501619,-0.3038112252844967,-0.440994282518044,-0.434817615288973,-0.4426881265114356,-0.4711533211724309,5
IZGEm8_0,1.2228045955736881,1.2184128122375166,1.4237195708282573,-0.7506783453485296,-0.7368152053508059,-0.7496791621887815,-0.8138821328756726,0
IZGEm8_5,-0.2965612667181476,-0.25904283443649945,-0.27922069314178605,-0.4495005253001666,-0.44352131967855113,-0.4472054650544364,-0.46211964766915303,5
IZGEm8_10,-0.3517449198871934,-0.34431071592301243,-0.33673638583483234,-0.3937088324330746,-0.39711035223063507,-0.3975373313318019,-0.42351253269564443,10
KZwUHj_0,1.0758103860857704,1.2207708297857083,1.5442197748965862,-0.727836412120069,-0.7315493190717602,-0.7027150726943543,-0.8393500934409406,0
KZwUHj_10,-0.3774134537395983,-0.37776095817104277,-0.3687163443429126,-0.4294573992652452,-0.42955936926583976,-0.4293125822366203,-0.22850433295341413,10
sdTOoU_0,1.2761333673930253,1.3366068220812344,1.25550566384741,-0.6803299736382992,-0.7744428940898291,-0.750064246021059,-0.8317043697862412,0
sdTOoU_5,-0.2615458174639279,-0.25388965841495587,-0.2822279754895802,-0.4577738860960744,-0.4577826026155145,-0.4590599135751132,-0.46276669866175424,5
sdTOoU_10,-0.32678741280308476,-0.339117705018481,-0.32791753896281106,-0.41016885306775497,-0.41210176291151757,-0.41116184067264344,-0.4166054608654446,10
TULF6m_5,-0.27574590718837094,-0.255754228224757,-0.2630519832795378,-0.45456784494804814,-0.45544024326054594,-0.4587101821092278,-0.47158975113355744,5
TULF6m_10,-0.339518091433505,-0.34038131182059034,-0.33098648101628486,-0.40933120685376895,-0.40909093677474256,-0.40513120030061556,-0.4098556827284802,10
k3bmr9_0,1.3379974543810995,1.260275772639291,1.2714952294958481,-0.7427599050523639,-0.734859427653428,-0.7362936430779866,-0.8279277403662298,0
k3bmr9_5,-0.26774176586919374,-0.27897006505997324,-0.2822870833372699,-0.4498728596051196,-0.4493140183018493,-0.4494802860867673,-0.45929293661536463,5
k3bmr9_10,-0.34347744431471366,-0.34658879671345844,-0.33774899479445647,-0.40129964521568295,-0.40401784624625475,-0.4032319943951087,-0.4082994793614843,10
sAVFS4_0,1.2195458581101866,1.2421619582296863,1.3813126827988065,-0.5788490232651871,-0.6242031123701152,-0.7838062802786093,-0.9280810416123838,0
sAVFS4_5,-0.275181660026044,-0.27485219123996557,-0.2672432042988885,-0.45099746311973293,-0.447950537235443,-0.4456198287238627,-0.4743734004004936,5
sAVFS4_10,-0.33308750132493875,-0.3306296886243458,-0.32033771399368116,-0.4125885902116087,-0.41265351288345525,-0.4128140594271027,-0.42147570045773536,10
sAqOK0_0,1.2888121331263775,1.1841812772967748,1.3769595731472772,-0.808740412025118,-0.6687494652729692,-0.585589961800846,-0.893436572235748,0
sAqOK0_5,-0.30270031010936566,-0.29684619193140305,-0.27481486212274325,-0.43554781037174034,-0.44144838818888005,-0.44211155195274626,-0.44583425388312986,5
sAqOK0_10,-0.34097189217113,-0.3274534296723699,-0.3345798699226169,-0.4093136140894712,-0.41037709177241233,-0.40531607835183614,-0.41607929275944894,10
9nKrsJ_0,1.229591940868746,1.2486717551072541,1.380450254662176,-0.7720365396684729,-0.6162346002774785,-0.7299162003477138,-0.8702633051722555,0
9nKrsJ_5,-0.2657863451534748,-0.27158766892541075,-0.2656750615270055,-0.4549743680407474,-0.4567613139490887,-0.45607527457048236,-0.46457976603163764,5
9nKrsJ_10,-0.3157766137609201,-0.3280717984723295,-0.31851085018518277,-0.41967699163737865,-0.41953785949092137,-0.4192042388792357,-0.42215831595665254,10
a4Wyzc_5,-0.2708062961241603,-0.29793733261510896,-0.27865380430030706,-0.4469910205638236,-0.4451160709352992,-0.442680791532733,-0.4557407854969376,5
a4Wyzc_10,-0.37068374154716965,-0.36331727739396963,-0.35801156146022256,-0.4120051045179378,-0.4047376326948321,-0.4070354662496668,-0.32900402228428294,10
oYgB5a_0,1.2833728914554434,1.302961471226962,1.2842417196092686,-0.7429656982777795,-0.7321028973453939,-0.7397530601364434,-0.8278772132660293,0
oYgB5a_5,-0.28331461665537355,-0.28814142893340805,-0.2879247529775029,-0.4381343955734533,-0.43679631428891985,-0.44045626933465937,-0.4637841780905461,5
oYgB5a_10,-0.3247721697809615,-0.3279458087162342,-0.32646710379818783,-0.41606617612894065,-0.4142134712651077,-0.4148586196238629,-0.4191441563739179,10
mphqU7_0,1.2708660245058856,1.3225037509986746,1.2616915442836862,-0.6614083563101782,-0.6050975327447242,-0.7951561866683233,-0.8966996220325107,0
mphqU7_5,-0.2722579822872383,-0.27628938458613617,-0.2640663864313697,-0.44831309957490545,-0.4458378421958477,-0.45209654187922943,-0.47705910047786665,5
mphqU7_10,-0.3463693981881578,-0.3394235191625303,-0.335027404564876,-0.4060535295378759,-0.4039733127250293,-0.40421902748389493,-0.4094490887158976,10
si3hKp_0,1.2130479382526789,1.3187130095248456,1.3340302249015727,-0.7255086883417506,-0.7173915021573575,-0.7179628094670829,-0.8524640863564533,0
si3hKp_5,-0.29313987827340476,-0.28057525006204254,-0.27668615414895076,-0.43659024471611657,-0.44570321962021453,-0.44757400661652497,-0.4578353421637293,5
si3hKp_10,-0.32752116101309975,-0.32606409891979654,-0.3278118580309781,-0.41176924560453393,-0.4045332169835637,-0.41962802670562754,-0.42616385822765734,10
geb9ES_0,1.1906585171776227,1.327607256886104,1.3102588469715577,-0.4485204842146132,-0.6718391953141805,-0.8407787974530503,-0.9336930720267205,0
NUC17C_0,1.2061856554450285,1.2597038263172076,1.4007173184869175,-0.7435902515215783,-0.7424656931644534,-0.7483195925923827,-0.8161156314853695,0
3e6ox4_0,1.587822084913505,1.0464352561290484,1.192935213439884,-0.6606243214791346,-0.7005890470383868,-0.7565073429571109,-0.8547359215039025,0
3e6ox4_5,-0.2685602451286153,-0.2534183808063967,-0.2704064977424204,-0.4535578478507411,-0.4527493719357511,-0.4594838268516447,-0.4765228160080826,5
3e6ox4_10,-0.33461546487168836,-0.34142962417400136,-0.3546305878866658,-0.4034668458102255,-0.39369612520863023,-0.4006029137547695,-0.4162129358413681,10
hXjqZ5_0,1.26912026885966,1.2803376690386035,1.315860964067493,-0.6263648111486895,-0.7801397275652986,-0.77983692659201,-0.8394887183298791,0
hXjqZ5_5,-0.2951431955213603,-0.2883873428443755,-0.27065064788072474,-0.43321720993137436,-0.44520684345849104,-0.44665146614429985,-0.45900132361882273,5
2Wbm5X_0,1.2676429195691459,1.2183105407298958,1.3813345376967172,-0.7300029603171702,-0.7538107705323621,-0.7316111699423273,-0.8259315486019501,0
2Wbm5X_5,-0.2732539290941865,-0.2753326304562453,-0.2993112318009757,-0.444751136611965,-0.44663913333619565,-0.4446163990715638,-0.4540496847672657,5
58fusc_5,-0.285445525323598,-0.264044298153388,-0.2849902057539845,-0.4489184928560483,-0.44781088308426625,-0.4478676847888512,-0.45816066643023884,5
58fusc_10,-0.33367850813065975,-0.3262596431143656,-0.33996603654616026,-0.40792925878778125,-0.41128903732549205,-0.4040325424565929,-0.4208421436206483,10
sgmqcW_0,1.1062310938764914,1.4323768895360829,1.3187314866454003,-0.7285815433706263,-0.7455486011091618,-0.7333359273236819,-0.8249366991272526,0
sgmqcW_5,-0.30503566165335366,-0.2601410323599767,-0.2821782478451419,-0.44636023748309506,-0.44615471569117,-0.4434266627559625,-0.4545316424015381,5
sgmqcW_10,-0.32949519722390325,-0.3302576069722912,-0.32602236478594226,-0.4135231652386269,-0.4141383139127799,-0.4142614539796092,-0.41595948682171496,10
Sg9RNC_0,1.296076353455537,1.272611931441228,1.2878726350385798,-0.6157736407999594,-0.7449585741205721,-0.687025442174803,-0.904401631420005,0
Sg9RNC_5,-0.27062341505083765,-0.2775062580026248,-0.2755418106445119,-0.45293737832428377,-0.45213791169881506,-0.43658546573684254,-0.4712499449594046,5
Sg9RNC_10,-0.3313343222609827,-0.3335027896742965,-0.3335944254316227,-0.4074892622144196,-0.4088846437598144,-0.41109637459041387,-0.4180870370095613,10
WG3CW_0,1.254970251804754,1.305529127129082,1.2873168552888448,-0.6989634044923955,-0.6615757154100284,-0.6054200959839293,-0.9409285091681641,0
WG3CW_5,-0.31254760646278107,-0.30833467767799216,-0.27591678400717945,-0.4317126988445401,-0.42582107947591485,-0.43079666119074483,-0.4550839396009774,5
WG3CW_10,-0.3438727988318636,-0.3209647204425483,-0.32772936762855975,-0.40886399322097283,-0.41281125755560416,-0.41194041469742354,-0.4176118996781502,10
Tv97Y_10,-0.39819498720786,-0.398707536955712,-0.39345213839658444,-0.4367320451066987,-0.43792577037642016,-0.4373468487016912,-0.1313870151646634,10
6iYWb_0,1.2098574797238633,1.3093027346725385,1.3501305257393057,-0.7535752079376479,-0.751141625977653,-0.7413378502994856,-0.8116180279604611,0
6iYWb_5,-0.2669384602811111,-0.27663815746767634,-0.2559245846560243,-0.45590752438235,-0.4576255758085596,-0.457774143281186,-0.46438336511992906,5
6iYWb_10,-0.3213549312065987,-0.3264927340831914,-0.3322689894746623,-0.4148981088420244,-0.41454105058403923,-0.415114740042681,-0.4188156483699686,10
4j9DT_0,1.2405891450804334,1.1536718490294913,1.451629021843569,-0.6786231168521992,-0.6758559038842777,-0.6746936377837458,-0.9083586787166357,0
4j9DT_5,-0.3467980132156952,-0.333148586414285,-0.3298165662951378,-0.4529757965394583,-0.4587044141911076,-0.4569527958355668,-0.26117726928577567,5
4j9DT_10,-0.3279819692435452,-0.33847002774616564,-0.33606299629641706,-0.4131848717357336,-0.4071337081693062,-0.40350990181212365,-0.4177307840399206,10
Xw0f3_0,1.1619587245261838,1.3276417555983195,1.3767983747083474,-0.7755467115737436,-0.7510387091324576,-0.751598046595227,-0.7941076937657114,0
Xw0f3_5,-0.2829017233788324,-0.28640598312230303,-0.28290806681022923,-0.44445269898655587,-0.4393662219610749,-0.44269077926706807,-0.45949537557233966,5
cQD3L_0,1.2314609202699975,1.3216637042178472,1.316943304921657,-0.7149882096487421,-0.7602379871174842,-0.767255770700679,-0.8137929809712984,0
cQD3L_5,-0.26327755282073234,-0.28508605998747205,-0.2797443610011231,-0.4512438485222148,-0.44949647408250326,-0.45085821126597125,-0.4571846438132162,5
cQD3L_10,-0.3345080222008794,-0.32552676349285087,-0.32073309645412185,-0.4159142819505172,-0.410725018854849,-0.4161539080539074,-0.41993274705797373,10
O4yfr_0,0.8946961421156525,1.6071452049989052,1.2795732401919253,-0.5882076801253884,-0.6809162011737062,-0.627999131033197,-0.9421457874870959,0
O4yfr_5,-0.306756976928131,-0.31276393402039787,-0.27750078063016415,-0.4215159699221944,-0.4373565710201543,-0.4319887023620208,-0.4523582455787175,5
O4yfr_10,-0.34467047195476463,-0.34254792958874336,-0.3433623016452118,-0.3979449742051531,-0.4035999402927821,-0.3966534498140166,-0.41591278476264765,10
DGh1E_0,1.420328237329739,1.2026050816821063,1.2217957502174754,-0.7182775595077674,-0.6015043645780355,-0.6767766826250537,-0.924085231259232,0
DGh1E_5,-0.2701274206424785,-0.27013864834221424,-0.28012524825292595,-0.44836508973008765,-0.4574226052427905,-0.4505192559628427,-0.4597697508470147,5
yW1x6_0,1.3129120139639439,1.3012552783584443,1.25643246100551,-0.7571304497167197,-0.7582261448643546,-0.7159722909061268,-0.8196354339203484,0
yW1x6_5,-0.2704021574977359,-0.27592565647136147,-0.2604753510071508,-0.4522236636810922,-0.45617622852755735,-0.4512370901521053,-0.4691894946875137,5
yW1x6_10,-0.3218286857673446,-0.3334812937603822,-0.331477022382693,-0.41239637118710815,-0.41233730541061825,-0.41265565249913316,-0.41949301479890916,10
Xb7Kz_0,1.0744301643343794,1.2783690557752387,1.4815652631537926,-0.6558275623038305,-0.6935637385787176,-0.651628056578174,-0.9166725629013441,0
Xb7Kz_5,-0.29350957219896245,-0.28445069984101357,-0.29303760785115107,-0.4380157478960125,-0.4392532310249821,-0.43324937514961354,-0.4576372029899075,5
Qq9wr_0,1.346974796340097,1.2652652137125686,1.251994879341272,-0.7013995963740153,-0.7157053050142922,-0.7094782087148388,-0.8688258896453958,0
Qq9wr_5,-0.29139882470570366,-0.2853796509940219,-0.2952779485311003,-0.4391672711731323,-0.4417455072517102,-0.4397407165537322,-0.4465463390739235,5
Qq9wr_10,-0.33767097484875397,-0.33974484086872814,-0.338856522458947,-0.4071773113479171,-0.4048836042708233,-0.4057943906506957,-0.41029855518276503,10
yloaDl_5,-0.2668988109070728,-0.274088879996738,-0.27500321935265926,-0.452328109760074,-0.4528143584298939,-0.4515809350297592,-0.4634981418285566,5
yloaDl_10,-0.38052172511522353,-0.34586485084391627,-0.33765108631352336,-0.42036459057327236,-0.4155740938543441,-0.4151108385064082,-0.32906881540471655,10
C0Hrrw_10,-0.3358576450388641,-0.3312918959720176,-0.3390161156679479,-0.40817471754181545,-0.409036055903756,-0.4075692627487269,-0.4132397252995144,10
Iz3KMx_0,1.1641947427700534,1.2680959077215912,1.4292578998779533,-0.7102426645972515,-0.7362426598946841,-0.7593371357058467,-0.8278630450859075,0
Iz3KMx_5,-0.26132068204452413,-0.28404119347776485,-0.26032794167798645,-0.457002176386509,-0.4529241690247258,-0.45274191556676185,-0.4671762639451056,5
Iz3KMx_10,-0.32808697687138144,-0.3243314689854956,-0.32038470771112504,-0.4155815377871552,-0.41569648317603486,-0.4162555367169275,-0.42293207564552115,10
mCmgkW_0,1.2338798621586633,1.2553612412542796,1.3643866483007132,-0.6724098699554354,-0.718408906270679,-0.6383585354981952,-0.912225219994673,0
mCmgkW_5,-0.2955358704578953,-0.28725256815550104,-0.27870761227220675,-0.4319368716245733,-0.4359166451363255,-0.4365840529440331,-0.4726092784833093,5
mCmgkW_10,-0.3235301252526156,-0.33071454521620797,-0.3124560376387858,-0.41739274630414924,-0.41394326586732183,-0.4166021441747763,-0.4284037921285474,10
3bJRj9_0,1.474261299028077,1.0646269833643838,1.3094203604257082,-0.715968534481227,-0.723197065825629,-0.7288423050050915,-0.8401503687531111,0
3bJRj9_10,-0.3318125619039524,-0.3395145412193067,-0.339703265438264,-0.4072186860616647,-0.4074386086369953,-0.40760937302420003,-0.4110041724770857,10
Y8biCC_0,1.3690891465777457,1.267602768948795,1.2097481537460515,-0.706525049952967,-0.555194685823422,-0.7434143787990478,-0.9206529773485778,0
Y8biCC_5,-0.2902051387609128,-0.2785258553834176,-0.2957427387252375,-0.4312231975735328,-0.44369383972677784,-0.4452040133537892,-0.4542292149714977,5
HQsotm_0,1.2781119941660932,1.318555099892924,1.275042364392342,-0.7562817328009922,-0.7415857383380321,-0.7564245677741991,-0.808708709769068,0
HQsotm_5,-0.2971762745551146,-0.3105196386827685,-0.28977008521420733,-0.43506083266607487,-0.4321449594198324,-0.4332791631454333,-0.44245971298330455,5
HQsotm_10,-0.33839453735551933,-0.3312575922565413,-0.34536259612462294,-0.4069971991703365,-0.4053807558723381,-0.4061171285850061,-0.4108719784441793,10
S9Jc43_0,1.281411441151099,1.2685554863638275,1.3141534243228359,-0.7086270231515079,-0.7072331970973805,-0.6965630350018024,-0.8758485482935362,0
S9Jc43_5,-0.26233706617015345,-0.27143827522582026,-0.2677229638652138,-0.4551585928308022,-0.4540067633557974,-0.4538972420182229,-0.47075670116383145,5
S9Jc43_10,-0.324725950594042,-0.32438294796259654,-0.32479704208698795,-0.41453156835550947,-0.4158164485453592,-0.4162899060542916,-0.42276281838135144,10
oW2Jt7_0,1.3285776917908891,1.2398036975738869,1.2747174643320323,-0.6744511875932074,-0.646443344078822,-0.6103941389265457,-0.9559050915491165,0
oW2Jt7_5,-0.29285158495281055,-0.27896006611188856,-0.26867957957845073,-0.44347840560024454,-0.4459568988470346,-0.44154027065873447,-0.46605395490215284,5
oW2Jt7_10,-0.3304982400500026,-0.32339101811944226,-0.33810496006430885,-0.40794221003214715,-0.4093555257829959,-0.4085286697072232,-0.4259554105772793,10
mESg1h_0,1.1707879262727592,1.3136002618226972,1.3764422361149402,-0.7456539913382136,-0.6804816517565956,-0.7144440096244712,-0.8601253857455582,0
sUBRZN_5,-0.2647507611412786,-0.27005411664369394,-0.29687853674355713,-0.43981567632768914,-0.45218666540308483,-0.4514980250117232,-0.4618221317817068,5
rg76zJ_0,1.2268111981833134,1.3382395261241071,1.3060347436712854,-0.7647403942348108,-0.7606762194332003,-0.758620225121798,-0.7935243145944488,0
rg76zJ_5,-0.276463621902466,-0.28041833836741276,-0.283902800392683,-0.44554085065782034,-0.44311936380022326,-0.44355948948792956,-0.4645864142118346,5
uPdzdy_0,1.3527248711472692,1.3267209738388055,1.187550852400559,-0.7302689500127936,-0.7369320933628442,-0.7507035486506397,-0.824546052680178,0
uPdzdy_5,-0.2730589956923379,-0.2817135326717252,-0.2895287933269953,-0.44336117728030766,-0.44508797209853007,-0.44534925448499346,-0.4596886151600151,5
uPdzdy_10,-0.3863009138677055,-0.3878406215524523,-0.39350547690337273,-0.44261595717368923,-0.4430042034031306,-0.4426377063464335,-0.13816522563533826,10
qATxKd_10,-0.3184441389109658,-0.31588297166241414,-0.332070047681622,-0.42424881189011127,-0.4141026502903032,-0.4046379438418012,-0.43359250760775914,10
O7nxDg_0,1.7507297249197107,1.2715544488992914,0.7161541696948878,-0.7287506317880401,-0.6829642400802907,-0.7297275621389077,-0.798497954753326,0
O7nxDg_5,-0.23795099254308966,-0.2770456569308617,-0.270240062246329,-0.4605830533741332,-0.4627888762159838,-0.4627888762159838,-0.4627888762159838,5
O7nxDg_10,-0.31901283158820354,-0.3237303421086618,-0.32980242841032337,-0.41675609921052675,-0.41722678422702236,-0.41624703119805706,-0.42048510049981885,10
p8CDjE_0,1.151740327768713,1.3963310840829717,1.2498617913402852,-0.5916041266337387,-0.580230176146476,-0.532692261286372,-1.0467033195626914,0
p8CDjE_10,-0.3769893779181804,-0.3749308006579122,-0.3875621930902302,-0.4239369622978929,-0.4206196511715336,-0.42400599469435274,-0.2332208115493729,10
cariHr_0,1.2912468747809238,1.270782254013632,1.309683723652233,-0.7438890886312516,-0.7605019149240686,-0.7465438840902887,-0.8103889824005902,0
cariHr_5,-0.2648822181139965,-0.2608144920652588,-0.26307117033188976,-0.45902005482610586,-0.4591223624651469,-0.4593652934798376,-0.4682684333333249,5
cariHr_10,-0.3224499666506679,-0.3074954700639615,-0.3249985476907888,-0.42089146977353514,-0.42111144115914895,-0.41969440368731714,-0.42603121804142813,10
XDOz1C_10,-0.36725042061628854,-0.36202367373792416,-0.36036742909918695,-0.41247850500434174,-0.41009331310596353,-0.40916418449345954,-0.32323746872895004,10
qgw83F_0,1.2640098483650968,1.409227863359855,1.1514535187881556,-0.6419169502376643,-0.5783765283680381,-0.6329427360868105,-0.9857275079102975,0
qgw83F_5,-0.269995789367303,-0.27465477695759677,-0.26984581856268464,-0.4488729395346538,-0.44745608564117606,-0.4498465732207054,-0.47538454044039835,5
qgw83F_10,-0.34086127664649507,-0.33450003117036975,-0.3347424986714757,-0.4076646931861534,-0.40798639935101977,-0.4068954844381781,-0.41163088944992116,10
3t3UX8_0,1.2113089233239767,1.3436547016462888,1.2939570985846252,-0.6345133322583935,-0.6689605975251454,-0.678941999533213,-0.9332523971190698,0
3t3UX8_5,-0.25609093538492106,-0.259015548327478,-0.2835596119444113,-0.45662238274912104,-0.456380167722057,-0.45676771262317256,-0.46665908895075786,5
