id_target,0s_ear,1s_ear,2s_ear,3s_ear,4s_ear,0s_mar,1s_mar,2s_mar,3s_mar,4s_mar,perclos,target
HQsotm_5,-0.21250803038918997,-0.19560943016440857,-0.21678763186627506,-0.2089954209593475,-0.22496397907483096,-0.37095237970117234,-0.3735474494760184,-0.3757847747514134,-0.37400759917453935,-0.3705180525396314,-0.38286214658888484,5
HQsotm_10,-0.2691443749798171,-0.2614487838993044,-0.2299629784230385,-0.25813403292628734,-0.2495878116612093,-0.33945413691780746,-0.3409055644228275,-0.34143625275515166,-0.3402831204016406,-0.33834749081565363,-0.344923021727537,10
S9Jc43_0,1.1644037963613163,1.067643087814707,1.0315656308624197,1.3187805563004544,1.3051530297754155,-0.7812795068647889,-0.8107200389407642,-0.7797351750379595,-0.7906934117459806,-0.7892159328781553,-0.9679510178233331,0
S9Jc43_5,-0.19989182929425942,-0.17130351808867814,-0.18179933524266365,-0.16952072202289256,-0.18041305728961843,-0.3891257601097283,-0.39024913868448463,-0.397933239304939,-0.40028970031836225,-0.39891118975618184,-0.4189575305429936,5
S9Jc43_10,-0.2308111129437511,-0.2372609019289201,-0.2398809977642704,-0.24313055520150592,-0.24271974113610806,-0.3514338295337388,-0.351767636581432,-0.35120619335305325,-0.3506906948210777,-0.3522295951266436,-0.36054925850664526,10
oW2Jt7_0,1.1284192925430114,1.1587256172703582,1.2118339841060701,1.2331570277618138,1.1437017800491671,-0.7301844843712632,-0.6834208259407774,-0.7822550442583132,-0.7852431373010847,-0.7570203610074778,-1.068856924425753,0
oW2Jt7_5,-0.17880753732012905,-0.19951046547761317,-0.1926613443773383,-0.2029987057743057,-0.18638471541945717,-0.3901846864379309,-0.3877531202208941,-0.3839692489054829,-0.383145497070157,-0.38610972750228406,-0.41014542145944843,5
oW2Jt7_10,-0.26659287379997815,-0.25442515573020336,-0.2577488650992553,-0.24545263280409732,-0.23694838300863957,-0.3370464224021084,-0.34004124167901756,-0.3375998389704949,-0.33811934172564834,-0.33981046524796177,-0.35967329889037186,10
mESg1h_0,1.1726568254843928,1.1149814721307076,1.239893797098615,1.114943629627672,1.2598346231076138,-0.8204504179994113,-0.7471752235208786,-0.8509608404893,-0.8293924273382383,-0.7632714932254364,-0.9455299724378682,0
sUBRZN_5,-0.19110378781713333,-0.17065903884700886,-0.15793973791648266,-0.18029680764047154,-0.18665282681422346,-0.4006294914274118,-0.39823919458897433,-0.40037684836023113,-0.39011037889159855,-0.40493688707602615,-0.4164848983346851,5
rg76zJ_0,1.1647171005034294,1.173309063971438,1.2230924570252495,1.1216026522554878,1.2310313973666562,-0.8508904327687935,-0.8469824983182975,-0.826494116914335,-0.8342105203002431,-0.8302192771696008,-0.8624779128254959,0
rg76zJ_5,-0.21325111037786273,-0.19794501539887235,-0.1858745432886686,-0.18470968663479936,-0.18944185626453963,-0.38159314448734805,-0.3818270354751506,-0.3866040221584402,-0.3870256134752105,-0.3841280892992288,-0.40981532247974917,5
uPdzdy_0,1.3053022545235728,1.2695948110159552,0.9396110326217849,1.2021098571137137,1.1770472754004349,-0.8276406624697862,-0.829907129876699,-0.8260402489683194,-0.8054816293396216,-0.8119035734311936,-0.896345993294921,0
uPdzdy_5,-0.18857906102375777,-0.1818819511035941,-0.1893279455915356,-0.18449811286513812,-0.1948599630358781,-0.3924333637393305,-0.3910090159455721,-0.3911884501890233,-0.3883964489133391,-0.390463895066108,-0.4079448621195612,5
uPdzdy_10,-0.28392161782789843,-0.30841036946634126,-0.29127055843915844,-0.28847619567714433,-0.2903090000448064,-0.35498838164844726,-0.3558531812009555,-0.3556964895864531,-0.35551129484485794,-0.3559734471040807,-0.06643804991050999,10
qATxKd_10,-0.2700428154795533,-0.24207683741555866,-0.23039641911531145,-0.22600407096095093,-0.2229447791541502,-0.35377006174096726,-0.35744381042495615,-0.35250924154857427,-0.35238682450794334,-0.3402673234990489,-0.3635477870614058,10
O7nxDg_0,1.2354364960729436,1.2535009783534874,1.2177906557901814,1.2953601894526434,0.8842718729523243,-0.7970172210550227,-0.8326758347228017,-0.8490504099070129,-0.8318059158185402,-0.7925254027626857,-0.8916427041777578,0
O7nxDg_5,-0.21200684636165557,-0.20883472704084,-0.13813471479990547,-0.13620781822623126,-0.1829302960839039,-0.40301606222632946,-0.40422871604572214,-0.3988508599771113,-0.4022779251188731,-0.4049141290740745,-0.4049141290740745,5
O7nxDg_10,-0.25980245887013936,-0.2449418755003703,-0.2484108797170827,-0.23073883758331312,-0.23638143181776028,-0.3481199118456648,-0.34897004870515375,-0.3470877121391693,-0.3476491435487097,-0.3482121278915747,-0.35210938610332765,10
p8CDjE_0,1.198406387156632,1.1748027192445547,1.1190895988356406,1.0564652407142139,1.2987552754562224,-0.7168087608158082,-0.7514877437997269,-0.8069306091371439,-0.6704805964446947,-0.659213634028617,-1.121298938590636,0
p8CDjE_10,-0.2879227841506323,-0.28137977449342916,-0.27614318405144356,-0.28431269359048367,-0.2818583000930143,-0.3399231878221744,-0.33688450212410914,-0.3384183314274623,-0.34028719989026135,-0.33633204745815953,-0.21082031360453893,10
cariHr_0,1.0812201311821519,1.1466865847340983,1.0115387086254288,1.3382222155268098,1.3165739095127953,-0.8219298297590886,-0.8189536374789927,-0.8365831352430978,-0.8146271637535833,-0.8322008853208732,-0.884973449012824,0
cariHr_5,-0.15768622995411657,-0.16645124483590934,-0.15258998265062385,-0.17795072555845398,-0.1730801190629001,-0.40746988536748735,-0.4062355909901338,-0.40987754742349947,-0.41040713909107396,-0.41052964002778597,-0.4214809459037477,5
cariHr_10,-0.23982296295415764,-0.2308539812194671,-0.22637624061416156,-0.23998968245328814,-0.22208278219541713,-0.35668185815520465,-0.3569638587839252,-0.35773705149838253,-0.35786607952459315,-0.3581294789402093,-0.3640205467813204,10
XDOz1C_10,-0.26461750094185293,-0.26586300757346926,-0.2680327160767563,-0.2817637629462974,-0.2755219196641796,-0.3426445449727645,-0.33615798061201674,-0.33364826231275574,-0.3357756792051857,-0.3329272546738427,-0.2780891062691277,10
qgw83F_0,0.9546625500909344,1.2041598985091657,1.20385077958978,1.1712352991084345,1.317408377371789,-0.7827614558526497,-0.7331582304565506,-0.7183068488134763,-0.7472263126030497,-0.6832680009626468,-1.0932980279908646,0
qgw83F_5,-0.1965181493108598,-0.1987972172693135,-0.1930605171854799,-0.17226492548619038,-0.1778321583938964,-0.40979143163496246,-0.39417776546741373,-0.3698383910550101,-0.38601324259333236,-0.38432018042729144,-0.4176931417426504,5
qgw83F_10,-0.27514855510704483,-0.2691753904556588,-0.25750874690076736,-0.26336806240538574,-0.25574416616059314,-0.3437422561001991,-0.3430633675828548,-0.34436481072512304,-0.3434313642237949,-0.34381692620712917,-0.2749351431590586,10
3t3UX8_0,1.1826824993754228,1.2418839798072576,1.1990223227314147,1.0673902808271902,1.1966315601541124,-0.767727320824678,-0.7770499973763957,-0.785196795722001,-0.7351336284779864,-0.7687728475662335,-1.0268650264640526,0
3t3UX8_5,-0.16853509178536724,-0.19015798263298742,-0.1756022613589706,-0.1638516893413254,-0.16735173805257675,-0.40232380333280526,-0.40200750695827486,-0.4031250525688474,-0.403838944987812,-0.4035490726491564,-0.415850435498257,5
3t3UX8_10,-0.24806951483600345,-0.241283767509037,-0.25397233528430496,-0.24571093445685752,-0.26047646261825447,-0.34135415158327753,-0.34192007840470956,-0.3430006470696509,-0.34276350827872465,-0.342241617719385,-0.352452997508924,10
vDV4a5_0,1.2354470687635666,0.9797955988313173,1.3352890928312149,0.9481711664762987,1.3716501349114483,-0.7935836977328752,-0.7839469623787786,-0.8147553704462878,-0.7945618872378388,-0.8115610703893473,-0.935972036814359,0
vDV4a5_5,-0.17898125310361754,-0.1362447798316423,-0.21606832892270894,-0.1690550332884982,-0.17695540588460112,-0.40124964245720385,-0.40142755928475854,-0.4002205356140217,-0.3890656562018267,-0.40117014509349,-0.42602842104091193,5
vDV4a5_10,-0.25922176355624715,-0.23288071341510969,-0.24223940555622323,-0.21994363662280034,-0.22718879945475104,-0.354841768640495,-0.3567648648263236,-0.3530370315307941,-0.3496990933808671,-0.35269853526504147,-0.3626572574292679,10
xTzImc_10,-0.3194960530875084,-0.31947514745508454,-0.3199677684915712,-0.32012219024288235,-0.3160294124083636,-0.34503336131704637,-0.34506106484239535,-0.3450874712935423,-0.34495312623331637,-0.3449630237067353,0.019346488991259868,10
Fg80GI_5,-0.17432552656056943,-0.18716001450803602,-0.16508628792618302,-0.16633407754227272,-0.17153411084561868,-0.4076453076175809,-0.40590594591871015,-0.4092182232208659,-0.4077202083605945,-0.38972658564880025,-0.411465245511273,5
Fg80GI_10,-0.24137108169916252,-0.24091492456540287,-0.2398312718873726,-0.24147257894153262,-0.24042345689429165,-0.34950743058271255,-0.35104916742546416,-0.35195406364690196,-0.35109441223653604,-0.351583878829041,-0.35281371505726783,10
lGuCOb_10,-0.2529154516375642,-0.254825682974489,-0.2419293319969384,-0.2371585248147431,-0.2367116460459438,-0.3449034538043559,-0.34348945276879045,-0.3452943050470604,-0.345309700473496,-0.34820214202813055,-0.36177519968168487,10
RWEHMg_0,1.1137353452939684,1.1469089812219229,1.2329602367410262,1.2993294571265872,1.0847778427897135,-0.8754937827022847,-0.7830549764759599,-0.7123785186035518,-0.6425577738364915,-0.8272644237538372,-1.018481193900547,0
RWEHMg_5,-0.1918479092367088,-0.1682935736157328,-0.21794717259964533,-0.20933076473187487,-0.17959382030926585,-0.3820914687053713,-0.3747008716809216,-0.38411821191707,-0.38658424046741124,-0.3890793196129886,-0.41817780670498195,5
IZGEm8_0,1.078314161520351,1.0740716150543634,1.2724018596109519,1.2724632235591096,1.2076337285713126,-0.8281079990943404,-0.814715941448778,-0.8271427691048849,-0.8282094159939016,-0.8283803360470187,-0.8891640633135836,0
IZGEm8_5,-0.2074859285928007,-0.16262204305845973,-0.18675037380763346,-0.19127862990980185,-0.19417562445155317,-0.39036802076611654,-0.3832181911948618,-0.38762362783983695,-0.3961456517805153,-0.3954948980796819,-0.4054577467241751,5
IZGEm8_10,-0.27203224348768357,-0.26313376352118784,-0.2540675575260282,-0.2627541659030251,-0.2598902705228072,-0.3222615668832307,-0.32633306612108687,-0.32684414504710935,-0.33015131896749944,-0.33915641094322835,-0.35793554502423,10
KZwUHj_0,0.9584239745392471,1.1008091661156556,1.418511974132235,1.2182446402492515,1.1871763147357266,-0.813180667002175,-0.8168276133975395,-0.7885056133427751,-0.8085652645709395,-0.810660341821788,-0.9227132848184493,0
KZwUHj_10,-0.2881726906233505,-0.28858708748704287,-0.27780144199726786,-0.2816623326131674,-0.28796831162684583,-0.35023477055239843,-0.350356369141117,-0.35006207715041227,-0.3504165851052245,-0.35063718043496944,-0.1350390470696574,10
sdTOoU_0,1.207881827400785,1.2685967538873415,1.1871717569936,1.1239179919858033,1.1205105011126872,-0.7563937136081248,-0.8508824289644826,-0.8264064364324136,-0.8412058737773856,-0.8164452766809904,-0.9083725509584104,0
sdTOoU_5,-0.16400207253898236,-0.15485265343101706,-0.18871808622462646,-0.2043378211257583,-0.17770106715551096,-0.39850253539223857,-0.39851295198481596,-0.40003939014079115,-0.40320350285839907,-0.40320350285839907,-0.4044691479454423,5
sdTOoU_10,-0.2444383654614575,-0.2592035752525275,-0.24579166265403324,-0.23686954016463724,-0.2476841651955882,-0.3442855091205643,-0.3466001192572765,-0.3454745863987008,-0.345226633803805,-0.34526933569351614,-0.3519931824518626,10
TULF6m_5,-0.1850648135073975,-0.16115342331054736,-0.16988202829632662,-0.18212281847743148,-0.16783785871284224,-0.39894785641294156,-0.39999130336380423,-0.40390236975662597,-0.4031210658945102,-0.40488468810144373,-0.4193071989892548,5
TULF6m_10,-0.25995073806302854,-0.26098452310989556,-0.24973335741844294,-0.24341081207842602,-0.24303523463838264,-0.3435583032647271,-0.3432705579581713,-0.3385284128261404,-0.34350907320676677,-0.343269713269787,-0.34418641090077323,10
k3bmr9_0,1.267714164644435,1.1894936728071717,1.2007851350323744,1.1592198868806884,1.0915654576332685,-0.8263972905036,-0.8184461086191565,-0.8198895286969958,-0.8088490127155253,-0.8109729272769147,-0.9121117245928723,0
k3bmr9_5,-0.17906827658097513,-0.1925168303874773,-0.196489747213207,-0.17682566490199259,-0.18458934778242556,-0.3972134980724101,-0.3965441529464361,-0.39674329808977127,-0.38447941116725504,-0.3870339618237599,-0.4084962765574818,5
k3bmr9_10,-0.26797802745927235,-0.2717085587318886,-0.26110958012828417,-0.26918961519815343,-0.2782827805777179,-0.337307213314138,-0.3405663536011386,-0.33962411224412425,-0.3391641658316129,-0.3374027604823356,-0.2724896023050513,10
sAVFS4_0,1.0913848914802984,1.1136949296499108,1.2509625381262983,1.2680062100644751,1.1557056151786698,-0.6826724497730753,-0.7274127654655458,-0.8848560359328281,-0.783668160590459,-0.7467880967837869,-1.0271783379769792,0
sAVFS4_5,-0.1855029912828184,-0.18510865940731336,-0.1760016780544451,-0.18038548894575185,-0.18693193595909954,-0.3959319554422878,-0.3922851759923191,-0.3894956168672606,-0.3909315824849296,-0.39258425520679585,-0.42390995390256253,5
sAVFS4_10,-0.25078099666098563,-0.24783870809619685,-0.23551801366020722,-0.24166491901729037,-0.25113903973178353,-0.3459530757470243,-0.34603079575999496,-0.34622298870430535,-0.3454728445334027,-0.3454320366106834,-0.35659198360395217,10
sAqOK0_0,1.1866543970799033,1.077703032989762,1.2784416978257866,1.069150375386817,1.2055090230791254,-0.9975121112890889,-0.8517405366614665,-0.7651471386766318,-0.47079239508599646,-0.5608551066914483,-1.085705618978381,0
sAqOK0_5,-0.21930803879936725,-0.2122953823328535,-0.1859040211146616,-0.20412800968613068,-0.20500209092027719,-0.3784462477412564,-0.38551455827542014,-0.38630896308852086,-0.38482035209958665,-0.35242628256845315,-0.39076839300971405,5
sAqOK0_10,-0.26208097067260655,-0.24588849080742098,-0.25442457546003255,-0.24360323171052026,-0.252559165253037,-0.3439410162374295,-0.34521485495760046,-0.3391527485666088,-0.32812028949681843,-0.34641182119116876,-0.35204497892164593,10
9nKrsJ_0,1.1095641841070722,1.1283144362562583,1.2578167502520237,1.1643229554167325,1.2396880207995378,-0.8574905392726209,-0.704379737857306,-0.8160977367536351,-0.7801996109635302,-0.8334974178027464,-0.9540206520908933,0
9nKrsJ_5,-0.17197482504965192,-0.1789128884019098,-0.17184173596845836,-0.18126065239392172,-0.18574826434806527,-0.3982332687914145,-0.4003703575674461,-0.3995498922981329,-0.40061992254717127,-0.399499069274222,-0.4097207951568337,5
9nKrsJ_10,-0.23071608213814437,-0.24543474535734983,-0.23398925826644298,-0.23952984002902186,-0.22865233253841835,-0.35509604927216165,-0.354929493075184,-0.35453011319260036,-0.35475288924369724,-0.3554858092384932,-0.3580664623119207,10
a4Wyzc_5,-0.18081880975891787,-0.21329582926106302,-0.1902126151214586,-0.17739456400390827,-0.1874715529350935,-0.3917195150642955,-0.38947511958491743,-0.3865599852266447,-0.39184420370203876,-0.39007362504608495,-0.4021933606347266,5
a4Wyzc_10,-0.28580119891908845,-0.27700334842573526,-0.2706666725695131,-0.2804120682487595,-0.2713047225114638,-0.3351517646773538,-0.3264721418305412,-0.329216470134272,-0.3268435096461039,-0.327735847370223,-0.28501079853974687,10
oYgB5a_0,1.1798778465810726,1.1992300506180456,1.1807361905703768,1.195510469998589,1.1578318417832554,-0.8220088799658991,-0.8112771606422654,-0.818835008785177,-0.8186619508776662,-0.8306118668435643,-0.905895766218384,0
oYgB5a_5,-0.19515275404895804,-0.20093367726070316,-0.20067417119525716,-0.19874878312651534,-0.21776327818722352,-0.38057559671008306,-0.3789730182977917,-0.3833564328287738,-0.3749029312898205,-0.3618999394572701,-0.41129554490530407,5
oYgB5a_10,-0.24120602697759674,-0.24500529760837897,-0.2432350898811272,-0.23380649166535988,-0.24656549703850003,-0.3504971732479945,-0.34827923752177337,-0.34905156646715946,-0.3504177730682509,-0.3499281138495422,-0.3541819276215618,10
mphqU7_0,1.188331259253605,1.2395603701553877,1.1792293778058445,1.1849732957535186,1.1041303006596925,-0.7286528000915061,-0.6727875709008252,-0.8613422676505984,-0.8560211674213409,-0.8532564425673301,-0.9620821774982246,0
mphqU7_5,-0.17483923650777852,-0.17965483098695698,-0.16505420369426682,-0.1811611173270751,-0.21672310129374173,-0.38514076138248204,-0.38218401460174156,-0.38966016245490137,-0.39449298086099727,-0.410651804267921,-0.41947846151342755,5
mphqU7_10,-0.26695738405187885,-0.25864062691028267,-0.2533768701790729,-0.2557777409915427,-0.25510139593914366,-0.33842111438914624,-0.33593033417681056,-0.3362245445953986,-0.336390137988082,-0.33491828418187286,-0.3424868404029927,10
si3hKp_0,1.2144400197258716,1.3256518390687575,1.3417731113946425,0.9886020484655272,1.0054533118101483,-0.8258785713387893,-0.817335284208588,-0.8179365815394231,-0.7542773648502673,-0.7414958786294443,-0.9594983249492178,0
si3hKp_5,-0.2067821184856671,-0.19174258015909107,-0.1870874319082434,-0.1883194871313468,-0.1889267407236733,-0.3784885349258743,-0.38939653260266727,-0.39163581674689907,-0.390066755350106,-0.3854775104590848,-0.40391837271655995,5
si3hKp_10,-0.24195759861593993,-0.24021460216835602,-0.24230534211418478,-0.2408007360315834,-0.24345607372255937,-0.3427385556070858,-0.3340825263006244,-0.3521395465494089,-0.3577625160592022,-0.3566720739717965,-0.35995797184319933,10
geb9ES_0,1.083693574163572,1.2239072058553662,1.20614520553777,1.1635889566909863,1.1583069139927396,-0.5945638619207428,-0.8232065465825699,-0.9961737108140984,-0.6651686758558008,-0.5739228915058227,-1.0913030847806997,0
NUC17C_0,1.149609525606558,1.20396932907176,1.3472004148014116,1.0894476437816083,1.1124923666570825,-0.8308287699591133,-0.8296865266745947,-0.8356324851634847,-0.7925471775525837,-0.8050349366497391,-0.9044946919594528,0
3e6ox4_0,1.5279181192097908,0.9828664570888905,1.1303581229134811,1.1333781347470027,1.091041223678201,-0.7357487929418379,-0.7759840534508231,-0.8322808795149151,-0.8303886138452191,-0.8288109158086003,-0.931174401037985,0
3e6ox4_5,-0.17947887091409548,-0.16135281271624663,-0.18168898729168426,-0.17933971859883935,-0.1611583708454259,-0.4009362319131172,-0.39996841968241553,-0.4080301166530559,-0.395827883509292,-0.39975284798177646,-0.4284271894645534,5
3e6ox4_10,-0.25500369325925554,-0.2631672259518857,-0.27898230952440795,-0.24721369193931322,-0.2515531678514756,-0.33748936380025496,-0.3257837969763913,-0.33405830181198437,-0.334659864805276,-0.3335650691596363,-0.35275949736421774,10
hXjqZ5_0,1.1594203820116034,1.17036901375387,1.2050411721273644,1.2038653638902814,1.16928394642038,-0.6906489551711572,-0.8407394310555453,-0.8404438851808461,-0.8797514865158486,-0.8590632752869,-0.8986664224966014,0
hXjqZ5_5,-0.21055594890111845,-0.20246717062729994,-0.18123103660678203,-0.18556049655265242,-0.18018044825860616,-0.3758718818170924,-0.3902270626983414,-0.39195670855557624,-0.3892470853615544,-0.38756251696608385,-0.4067431853485041,5
2Wbm5X_0,1.158378908809091,1.109723158380758,1.270511166112832,1.1151410781697217,1.2537884681616638,-0.8118678472342962,-0.8353491165209467,-0.8134539991288372,-0.8223376726879114,-0.811572729676935,-0.9064807071925713,0
2Wbm5X_5,-0.18546471481038548,-0.18795373498844725,-0.2166655180651766,-0.18002119558231686,-0.1680963474214157,-0.3908140823454273,-0.39307475433443795,-0.3906527487056259,-0.39218866570382904,-0.3935124083856346,-0.40194808860898223,5
58fusc_5,-0.1993603480539066,-0.17374166406197383,-0.19881530042292267,-0.17277276382461307,-0.17290733966053803,-0.3950482991760211,-0.3937224170430021,-0.3937904124391722,-0.39674888210520715,-0.3962655718817162,-0.40611179204550285,5
58fusc_10,-0.2520168485886446,-0.24313317557156588,-0.2595458097445922,-0.2578582098862667,-0.2516603457754093,-0.34092794060363313,-0.3449510861755324,-0.33626184226506556,-0.3398803514777749,-0.3309560664521308,-0.35639039292085933,10
sgmqcW_0,0.9430237715972922,1.2559560124644267,1.146914868705676,1.3690441793459494,1.1732099881472668,-0.8174527937494483,-0.833732443739429,-0.8220145573661264,-0.8013388224264232,-0.7938018191769163,-0.9099041919011329,0
sgmqcW_5,-0.22189997874938225,-0.16815053379706524,-0.19453427098936618,-0.1869318263222597,-0.18581215523330183,-0.39109878111238194,-0.39085272312247427,-0.38758660124162,-0.38668663252039126,-0.386965793624038,-0.40088187734816577,5
sgmqcW_10,-0.24632506907010257,-0.2472377019458265,-0.24216795924632956,-0.246576520571066,-0.2435548873377439,-0.34690967761251534,-0.3476460334955259,-0.3477934367436413,-0.34757145743543205,-0.3470408049674111,-0.3498260453232686,10
Sg9RNC_0,1.1620829929965888,1.139328079988722,1.1541273357549544,1.2475145006266932,1.195505154341936,-0.6919571481517759,-0.8172358325295537,-0.7610544624154575,-0.8504040040961631,-0.8341912039360659,-0.9718577062899392,0
Sg9RNC_5,-0.17726778775731422,-0.18550043610202482,-0.18315073781538294,-0.1964761746340368,-0.189577188863202,-0.3953356353712204,-0.3943793840609813,-0.3757769229265472,-0.38717074076425256,-0.3982000569156194,-0.4172395088798967,5
Sg9RNC_10,-0.24929628773048107,-0.251892838753807,-0.25200256459888903,-0.2515757884869354,-0.2496966574825722,-0.3404852011784535,-0.34215604915033426,-0.34480440435099574,-0.3391634558811069,-0.33914593687296,-0.35317511425731823,10
WG3CW_0,0.972949818823449,1.0192438621192161,1.0025678641727087,1.3150167253449874,1.516985695549592,-0.8161621561051399,-0.7819282597614263,-0.730509578860478,-0.6806727229624052,-0.7420580670909448,-1.0377165906147792,0
WG3CW_5,-0.23461963960974902,-0.22957031423238564,-0.19071646657568875,-0.17940453860509165,-0.18586533824328164,-0.37744268642496176,-0.37038139849168955,-0.3763447869806063,-0.37354237394878204,-0.38101437411462613,-0.4054538409163521,5
WG3CW_10,-0.26133840131913216,-0.23393074965647848,-0.24202409954572224,-0.254418834487467,-0.25588454136541755,-0.33909507678901024,-0.34381765735929726,-0.3427757647437622,-0.3451738559233878,-0.3451421286645431,-0.349561235009755,10
Tv97Y_10,-0.3078104949278313,-0.30842060297899504,-0.3021648961204204,-0.31450835193371734,-0.3060087808952849,-0.35368266517234126,-0.35510360314175193,-0.3544144899849791,-0.35414367022526694,-0.35475202251555593,0.00978149012421877,10
6iYWb_0,1.076534532221268,1.1733662905474573,1.2131210963409538,1.217523475367674,1.230024874457134,-0.8352976572532708,-0.832928031670443,-0.8233819066427338,-0.8142008216493226,-0.8211317157132458,-0.8918150680027356,0
6iYWb_5,-0.17484449093575408,-0.18644776893990903,-0.1616691249090624,-0.16285967436212925,-0.1903895229023081,-0.400899030863933,-0.40295425258274675,-0.40313197665537515,-0.4028714875653081,-0.39972780888852655,-0.4110382686674894,5
6iYWb_10,-0.23714697625806094,-0.24329759447025057,-0.25021252337320604,-0.23740595814502652,-0.24111127297757665,-0.34913032513502157,-0.3487028799649506,-0.3493896608549959,-0.35099853987525975,-0.3509375766635745,-0.35382012942418994,10
4j9DT_0,1.1751748247092189,1.0870767295880126,1.3890817452207533,1.109335226391171,1.121956948125513,-0.770110545309998,-0.7673057388750888,-0.7661276830204657,-0.7967210874952683,-0.7764261438491353,-1.002967137742357,0
4j9DT_5,-0.24672514037899684,-0.23047339467336506,-0.22650611132511225,-0.2397823544771203,-0.23179379656394786,-0.373146151258897,-0.3799669532364408,-0.3778813816954714,-0.3786513527433246,-0.3806233937362142,-0.24346018569265687,5
4j9DT_10,-0.24109327681054943,-0.2536375275024492,-0.2507585956275566,-0.25505305726484967,-0.26581094377453596,-0.3430002759250628,-0.3357627769412433,-0.3314285204730856,-0.3430916002932851,-0.345562940113535,-0.3484374179426122,10
Xw0f3_0,1.074002082428134,1.238186264541319,1.2868981890625177,1.1930089249150106,1.116060977838958,-0.8459757409339804,-0.8216894497549002,-0.8222437271800281,-0.8481435995905588,-0.8413662983469474,-0.8643688114897625,0
Xw0f3_5,-0.1942936261305033,-0.19848949013862696,-0.19430122150796794,-0.19633647632817386,-0.2090417397333953,-0.3877284664823714,-0.38163811718131574,-0.38561881249625435,-0.3818281436444719,-0.36832859158853426,-0.40573998100829645,5
cQD3L_0,1.1038718258548983,1.1919083699586945,1.1873013320975703,1.1213600665955823,1.3035280577169934,-0.795832896905737,-0.8399959909419146,-0.8468452408973264,-0.8268514860573445,-0.8139143379186805,-0.8922648497513687,0
